prev_residence_place,sex,marital_status,citizenship,household_position,edu_level,economic_status,country_birth,age,household_size,cur_eco_activity,expert prediction,machine prediction,ground truth,proba_model,occupation,provider
1.0,0.0,0.3333333333333333,0.0,0.109090909090909,0.6,0.0,0.0,0.3636363636363636,0.1333333333333333,0.7857142857142857,0,0,0,0.5246122817385629,0,H
1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.3636363636363636,0.2,0.9642857142857144,0,0,0,0.7594248688661533,0,H
1.0,0.0,0.3333333333333333,0.0,0.109090909090909,0.6,0.0,0.0,0.7272727272727273,0.1333333333333333,0.7142857142857143,1,0,1,0.5968291745629081,0,H
1.0,0.0,0.0,0.0,0.0,0.6,0.1111111111111111,0.0,0.0909090909090909,1.0,0.4642857142857143,0,0,0,0.6726174188114491,0,H
1.0,1.0,1.0,0.0,0.9090909090909092,0.6,0.0,0.0,0.4545454545454545,0.0,0.3928571428571428,0,0,0,0.571239823178299,0,H
1.0,1.0,0.3333333333333333,0.0,0.109090909090909,0.4,0.0,0.0,0.2727272727272727,1.0,0.9642857142857144,0,0,0,0.6220048941004056,0,H
1.0,1.0,0.3333333333333333,0.0,0.109090909090909,0.4,0.0,0.0,0.0909090909090909,0.2,0.9642857142857144,0,0,0,0.7002250942735735,0,H
1.0,0.0,0.3333333333333333,0.0,0.109090909090909,0.4,0.0,0.0,0.4545454545454545,0.1333333333333333,0.9285714285714286,0,0,0,0.5862253283697691,0,H
1.0,1.0,1.0,0.0,0.2727272727272727,1.0,0.0,0.0,0.3636363636363636,0.2,0.7142857142857143,0,1,0,0.5980133786579153,1,H
1.0,1.0,0.3333333333333333,0.0,0.109090909090909,0.4,1.0,0.0,0.2727272727272727,0.1333333333333333,0.8571428571428571,1,1,0,0.5460354968506256,1,H
1.0,0.0,0.0,0.0,0.0,0.6,0.1111111111111111,0.0,0.0,0.1333333333333333,0.9642857142857144,0,0,0,0.725605096786553,0,H
1.0,1.0,0.3333333333333333,0.0,0.109090909090909,0.4,1.0,0.0,0.3636363636363636,0.9333333333333332,0.8214285714285714,0,1,0,0.560534147686429,1,H
